hub,hub_out_trip_count,hub_out_median_factor,hub_out_pct_delayed,hub_out_median_dwell,hub_in_trip_count,hub_in_median_factor,hub_in_pct_delayed
IND796009AAA,4.0,4.9503816794999995,1.0,275.5,2.0,4.0038167940000005,1.0
IND796081AAA,1.0,2.647887324,1.0,809.0,3.0,3.5,1.0
IND796321AAB,2.0,4.0038167940000005,1.0,49.5,4.0,4.9503816794999995,1.0
IND798601AAA,5.0,3.921052632,1.0,648.0,1.0,3.15942029,1.0
IND799250AAA,1.0,2.725806452,1.0,22.0,1.0,4.2,1.0
IND801103AAA,11.0,2.666666667,1.0,53.0,0.0,0.0,0.0
IND802101AAA,15.0,2.734693878,1.0,31.0,6.0,2.2156756755,1.0
IND802119AAA,16.0,1.8513513515,1.0,31.5,14.0,2.791666667,1.0
IND802158AAB,11.0,2.371428571,1.0,26.0,17.0,1.864864865,1.0
IND802212AAA,7.0,1.233333333,0.5714285714285714,988.0,5.0,3.5,1.0
IND802213AAB,5.0,3.5,1.0,4.0,11.0,5.125,1.0
IND802301AAA,10.0,2.333091437,1.0,24.5,11.0,2.666666667,1.0
IND803101AAA,9.0,2.260869565,1.0,49.0,11.0,2.487179487,1.0
IND803116AAA,13.0,2.228571429,1.0,19.0,9.0,2.333333333,1.0
IND803213AAA,5.0,2.416666667,1.0,24.0,0.0,0.0,0.0
IND804420AAA,11.0,2.487179487,1.0,70.0,6.0,2.962121212,1.0
IND804452AAA,6.0,2.962121212,1.0,18.5,0.0,0.0,0.0
IND805110AAD,9.0,2.333333333,1.0,32.0,9.0,2.260869565,1.0
IND811105AAA,2.0,2.415110725,1.0,52.5,3.0,1.804347826,1.0
IND811201AAB,4.0,3.056153846,1.0,46.5,2.0,2.2586206895,1.0
IND811213AAA,3.0,1.620689655,1.0,31.0,3.0,2.076923077,1.0
IND811307AAA,2.0,1.9929956895,1.0,44.5,0.0,0.0,0.0
IND811399AAA,41.0,1.832298137,1.0,147.0,11.0,1.257142857,0.5454545454545454
IND812002AAA,18.0,3.8043478265,1.0,76.5,17.0,2.025,1.0
IND813102AAA,18.0,2.0875,1.0,32.0,0.0,0.0,0.0
IND814101AAB,11.0,1.534883721,1.0,25.0,12.0,1.067010309,0.16666666666666666
IND814112AAA,9.0,2.327272727,1.0,49.0,7.0,1.592920354,1.0
IND814133AAA,1.0,2.4375,1.0,41.0,2.0,2.2736528820000004,1.0
IND814133AAB,13.0,2.4375,1.0,37.0,19.0,2.0,1.0
IND815301AAA,8.0,2.148447205,1.0,40.5,5.0,1.744680851,1.0
IND815351AAA,12.0,1.067010309,0.16666666666666666,22.0,11.0,3.388888889,1.0
IND815353AAA,11.0,1.827956989,1.0,47.0,7.0,1.860465116,1.0
IND816107AAA,8.0,1.974489796,1.0,33.5,11.0,1.534883721,1.0
IND816109AAA,10.0,1.8707537725,1.0,53.5,14.0,2.4375,1.0
IND821109AAA,11.0,5.125,1.0,31.0,6.0,2.3,1.0
IND821115AAB,32.0,2.0570085469999997,1.0,40.5,48.0,2.011272999,0.9375
IND821307AAA,8.0,1.95,1.0,45.0,4.0,1.890316206,1.0
IND824101AAA,11.0,1.928571429,1.0,37.0,9.0,2.0,1.0
IND825102AAA,3.0,2.12,1.0,88.0,3.0,3.351648352,1.0
IND825301AAA,14.0,2.6675824175000002,1.0,64.0,14.0,1.604878049,1.0
IND825409AAA,14.0,1.9372153349999999,1.0,58.5,14.0,2.6675824175000002,1.0
IND826001AAC,2.0,2.5555555555,1.0,46.0,0.0,0.0,0.0
IND826004AAA,37.0,1.860465116,0.918918918918919,68.0,58.0,2.357142857,1.0
IND827013AAA,5.0,2.0,1.0,37.0,20.0,4.235955056,1.0
IND828111AAA,4.0,3.5737179489999997,1.0,60.5,4.0,2.4494949495,1.0
IND828401AAB,7.0,2.857142857,1.0,239.0,3.0,0.95,0.0
IND829121AAA,9.0,5.349206349,1.0,53.0,5.0,2.0,1.0
IND829122AAA,14.0,1.604878049,1.0,145.0,14.0,2.390625,1.0
IND832109AAB,22.0,2.5058139534999997,1.0,69.0,14.0,2.33908046,1.0
IND834002AAB,80.0,2.43561747,1.0,179.5,64.0,2.3649889550000003,1.0
IND841101AAA,2.0,2.5722222219999997,1.0,47.5,0.0,0.0,0.0
IND841226AAB,2.0,2.553030303,1.0,20.5,4.0,2.1855297155,1.0
IND841301AAC,1.0,1.739130435,1.0,153.0,1.0,2.069767442,1.0
IND841405AAA,1.0,2.069767442,1.0,562.0,0.0,0.0,0.0
IND841424AAA,9.0,3.4,1.0,55.0,0.0,0.0,0.0
IND842001AAA,178.0,2.1986301370000003,0.9943820224719101,72.5,121.0,2.382978723,1.0
IND842003AAB,33.0,2.256410256,1.0,50.0,22.0,2.602779911,1.0
IND843105AAB,20.0,2.0,1.0,38.0,20.0,2.8125,1.0
IND843109AAB,11.0,1.65,0.9090909090909091,40.0,17.0,3.4,1.0
IND843126AAA,12.0,2.263888889,1.0,493.0,12.0,1.7,0.9166666666666666
IND843301AAA,20.0,1.509230769,1.0,70.5,19.0,3.315789474,1.0
IND843320AAA,7.0,2.15,1.0,29.0,21.0,1.538461538,1.0
IND843329AAB,13.0,2.789473684,1.0,26.0,13.0,1.379310345,0.9230769230769231
IND844101AAB,1.0,2.611111111,1.0,32.0,0.0,0.0,0.0
IND844505AAB,1.0,4.294117647,1.0,55.0,16.0,2.794736842,1.0
IND845305AAA,20.0,2.6469573925,1.0,435.0,22.0,2.5634920635,1.0
IND845401AAA,22.0,2.5634920635,1.0,42.5,19.0,2.05,1.0
IND845412AAB,15.0,2.04,1.0,28.0,15.0,2.264705882,1.0
IND845418AAB,14.0,2.149122807,1.0,48.5,15.0,1.933333333,1.0
IND845438AAA,15.0,1.806451613,1.0,50.0,17.0,2.157894737,1.0
IND845455AAB,20.0,2.2720000000000002,1.0,135.5,15.0,1.806451613,1.0
IND846004AAA,21.0,1.791666667,1.0,73.0,22.0,2.1900000000000004,1.0
IND847103AAA,19.0,1.96969697,1.0,46.0,20.0,1.791666667,1.0
IND847212AAA,21.0,1.814814815,1.0,68.0,22.0,2.191780822,1.0
IND847223AAA,3.0,1.805555556,1.0,583.0,7.0,2.15,1.0
IND847226AAA,21.0,2.043478261,1.0,725.0,21.0,1.814814815,1.0
IND847404AAB,7.0,2.227272727,1.0,585.0,20.0,1.984848485,1.0
IND848101AAA,16.0,2.794736842,1.0,40.5,21.0,2.0,1.0
IND848114AAA,21.0,1.72,1.0,30.0,20.0,2.21875,1.0
IND848210AAA,20.0,1.846153846,0.95,24.0,21.0,1.72,1.0
IND851127AAA,20.0,4.0260416665,1.0,37.0,17.0,1.846153846,0.9411764705882353
IND852111AAA,20.0,3.9525960985,1.0,100.5,18.0,2.194047619,1.0
IND852113AAA,20.0,2.7958333335,1.0,41.5,18.0,3.6397058825,1.0
IND852118A1B,1.0,3.058823529,1.0,419.0,11.0,1.285714286,0.8181818181818182
IND852118AAA,2.0,3.0852941175,1.0,77.0,8.0,1.3484848485,1.0
IND852131AAA,9.0,2.787878788,1.0,19.0,11.0,2.231578947,1.0
IND852139AAB,21.0,3.16,1.0,115.0,20.0,2.7958333335,1.0
IND852201AAA,19.0,3.75,1.0,28.0,15.0,3.181818182,1.0
IND853204AAA,11.0,2.043478261,1.0,9.0,7.0,3.0,1.0
IND854105AAA,2.0,2.4876923074999997,1.0,41.0,2.0,2.6875,1.0
IND854105AAB,9.0,2.857142857,1.0,29.0,11.0,2.35,1.0
IND854311AAA,12.0,2.292763158,1.0,50.0,22.0,1.6887096775,1.0
IND854326AAB,70.0,2.130981703,1.0,164.0,62.0,2.8525925924999997,1.0
IND854334AAA,16.0,1.285714286,0.875,21.0,9.0,1.777777778,1.0
IND854335AAA,19.0,2.222222222,1.0,13.0,3.0,1.379310345,1.0
IND000000ACO,0.0,0.0,0.0,0.0,1.0,1.5625,1.0
IND000000ACS,0.0,0.0,0.0,0.0,8.0,1.777217742,1.0
IND110005AAA,0.0,0.0,0.0,0.0,2.0,2.653846154,1.0
IND110037AAB,0.0,0.0,0.0,0.0,11.0,1.948717949,1.0
IND110046AAA,0.0,0.0,0.0,0.0,1.0,3.0,1.0
IND110064AAB,0.0,0.0,0.0,0.0,11.0,1.964912281,1.0
IND110085AAA,0.0,0.0,0.0,0.0,1.0,2.076923077,1.0
IND110087AAA,0.0,0.0,0.0,0.0,3.0,2.0,0.6666666666666666
IND121002AAA,0.0,0.0,0.0,0.0,1.0,2.909090909,1.0
IND122015AAC,0.0,0.0,0.0,0.0,2.0,2.4449579835,1.0
IND122050AAA,0.0,0.0,0.0,0.0,11.0,1.941176471,0.9090909090909091
IND122101AAC,0.0,0.0,0.0,0.0,1.0,1.375,1.0
IND122413AAE,0.0,0.0,0.0,0.0,43.0,1.696969697,1.0
IND123106AAB,0.0,0.0,0.0,0.0,10.0,1.96,1.0
IND131028AAA,0.0,0.0,0.0,0.0,58.0,1.625,0.8620689655172413
IND132039AAA,0.0,0.0,0.0,0.0,21.0,1.823529412,1.0
IND140603AAA,0.0,0.0,0.0,0.0,29.0,1.24137931,0.7931034482758621
IND148001AAA,0.0,0.0,0.0,0.0,2.0,1.3408045975,1.0
IND148024AAB,0.0,0.0,0.0,0.0,1.0,2.0,1.0
IND151103AAA,0.0,0.0,0.0,0.0,5.0,1.428571429,0.8
IND160002AAD,0.0,0.0,0.0,0.0,3.0,2.117647059,1.0
IND176001AAA,0.0,0.0,0.0,0.0,2.0,1.6966101695,1.0
IND176001AAB,0.0,0.0,0.0,0.0,1.0,1.220338983,1.0
IND176041AAA,0.0,0.0,0.0,0.0,19.0,1.163265306,0.3684210526315789
IND203205AAA,0.0,0.0,0.0,0.0,19.0,2.0,1.0
IND207123AAA,0.0,0.0,0.0,0.0,2.0,2.8108974355000003,1.0
IND210301AAA,0.0,0.0,0.0,0.0,15.0,2.2,1.0
IND211013AAA,0.0,0.0,0.0,0.0,7.0,5.071428571,1.0
IND221005A1A,0.0,0.0,0.0,0.0,1.0,4.166666667,1.0
IND222136AAA,0.0,0.0,0.0,0.0,2.0,2.6770833334999997,1.0
IND224122AAA,0.0,0.0,0.0,0.0,17.0,2.894736842,1.0
IND226004AAC,0.0,0.0,0.0,0.0,1.0,1.829333333,1.0
IND226016AAA,0.0,0.0,0.0,0.0,6.0,4.2076086955,1.0
IND226024AAA,0.0,0.0,0.0,0.0,1.0,2.692307692,1.0
IND231001AAA,0.0,0.0,0.0,0.0,3.0,1.625,1.0
IND231216AAA,0.0,0.0,0.0,0.0,6.0,2.714285714,1.0
IND232327AAA,0.0,0.0,0.0,0.0,1.0,2.571428571,1.0
IND233221AAC,0.0,0.0,0.0,0.0,2.0,2.7471719455,1.0
IND250002AAC,0.0,0.0,0.0,0.0,3.0,1.696428571,0.6666666666666666
IND250609AAA,0.0,0.0,0.0,0.0,1.0,2.954545455,1.0
IND262723AAB,0.0,0.0,0.0,0.0,21.0,2.536231884,1.0
IND272153AAC,0.0,0.0,0.0,0.0,3.0,3.058823529,1.0
IND272175AAA,0.0,0.0,0.0,0.0,2.0,1.761645963,1.0
IND281004AAA,0.0,0.0,0.0,0.0,8.0,1.388059701,1.0
IND282005AAA,0.0,0.0,0.0,0.0,3.0,5.090909091,1.0
IND302023AAA,0.0,0.0,0.0,0.0,19.0,2.714285714,1.0
IND302033AAB,0.0,0.0,0.0,0.0,1.0,2.9,1.0
IND306001AAA,0.0,0.0,0.0,0.0,3.0,1.93902439,1.0
IND321401AAB,0.0,0.0,0.0,0.0,12.0,1.259485924,0.6666666666666666
IND331001A1C,0.0,0.0,0.0,0.0,1.0,2.612244898,1.0
IND332709AAA,0.0,0.0,0.0,0.0,6.0,2.9170673075,1.0
IND332715AAB,0.0,0.0,0.0,0.0,1.0,2.06122449,1.0
IND333502AAA,0.0,0.0,0.0,0.0,1.0,1.14893617,0.0
IND360002AAB,0.0,0.0,0.0,0.0,4.0,1.660447761,1.0
IND360050AAA,0.0,0.0,0.0,0.0,1.0,1.377777778,1.0
IND364001AAA,0.0,0.0,0.0,0.0,2.0,1.8967105265000002,1.0
IND364710AAA,0.0,0.0,0.0,0.0,13.0,1.894736842,1.0
IND380015AAB,0.0,0.0,0.0,0.0,34.0,2.333333333,1.0
IND382345AAA,0.0,0.0,0.0,0.0,33.0,2.142857143,1.0
IND389230AAB,0.0,0.0,0.0,0.0,1.0,2.184615385,1.0
IND394221AAA,0.0,0.0,0.0,0.0,2.0,4.013368984,1.0
IND396210AAA,0.0,0.0,0.0,0.0,1.0,3.909090909,1.0
IND400052AAA,0.0,0.0,0.0,0.0,6.0,4.007142857,1.0
IND400072AAJ,0.0,0.0,0.0,0.0,51.0,2.590909091,1.0
IND400078AAB,0.0,0.0,0.0,0.0,1.0,2.461538462,1.0
IND401208AAA,0.0,0.0,0.0,0.0,37.0,2.555555556,1.0
IND410209AAA,0.0,0.0,0.0,0.0,40.0,2.2761904765,1.0
IND410210AAA,0.0,0.0,0.0,0.0,13.0,2.875,1.0
IND411057AAF,0.0,0.0,0.0,0.0,1.0,5.266666667,1.0
IND421004AAA,0.0,0.0,0.0,0.0,27.0,3.272727273,1.0
IND421302AAH,0.0,0.0,0.0,0.0,31.0,2.75,1.0
IND421302AAS,0.0,0.0,0.0,0.0,2.0,3.04495614,1.0
IND423301AAB,0.0,0.0,0.0,0.0,7.0,1.470588235,1.0
IND424201AAA,0.0,0.0,0.0,0.0,1.0,1.35,1.0
IND431001AAA,0.0,0.0,0.0,0.0,19.0,3.0,1.0
IND431103AAA,0.0,0.0,0.0,0.0,1.0,1.625,1.0
IND431401AAA,0.0,0.0,0.0,0.0,1.0,2.821428571,1.0
IND440014AAA,0.0,0.0,0.0,0.0,1.0,4.210526316,1.0
IND441107AAB,0.0,0.0,0.0,0.0,11.0,2.702702703,1.0
IND445001AAB,0.0,0.0,0.0,0.0,12.0,2.1505255255,1.0
IND457661AAA,0.0,0.0,0.0,0.0,11.0,2.848484848,1.0
IND470227AAB,0.0,0.0,0.0,0.0,7.0,1.715789474,1.0
IND473551AAA,0.0,0.0,0.0,0.0,1.0,1.433823529,1.0
IND475661AAB,0.0,0.0,0.0,0.0,1.0,2.825396825,1.0
IND480106AAA,0.0,0.0,0.0,0.0,21.0,1.416666667,0.9523809523809523
IND481001AAA,0.0,0.0,0.0,0.0,9.0,2.296296296,1.0
IND491995AAB,0.0,0.0,0.0,0.0,12.0,1.6043478260000001,1.0
IND492007AAA,0.0,0.0,0.0,0.0,8.0,3.0,1.0
IND493445AAB,0.0,0.0,0.0,0.0,11.0,1.769230769,1.0
IND495671AAA,0.0,0.0,0.0,0.0,1.0,2.292682927,1.0
IND496001AAA,0.0,0.0,0.0,0.0,7.0,2.18018018,1.0
IND500035AAD,0.0,0.0,0.0,0.0,8.0,2.636363636,1.0
IND500084AAB,0.0,0.0,0.0,0.0,1.0,1.466666667,1.0
IND501218AAC,0.0,0.0,0.0,0.0,6.0,5.638172043,1.0
IND501359AAF,0.0,0.0,0.0,0.0,58.0,3.0357142855,1.0
IND505172AAA,0.0,0.0,0.0,0.0,1.0,1.708333333,1.0
IND506164AAA,0.0,0.0,0.0,0.0,1.0,2.282051282,1.0
IND507167AAA,0.0,0.0,0.0,0.0,9.0,2.727272727,1.0
IND517408AAA,0.0,0.0,0.0,0.0,1.0,2.15625,1.0
IND531162AAA,0.0,0.0,0.0,0.0,8.0,1.90625,1.0
IND560064AAA,0.0,0.0,0.0,0.0,39.0,1.529411765,1.0
IND560066AAB,0.0,0.0,0.0,0.0,2.0,2.3488372095,1.0
IND560099AAA,0.0,0.0,0.0,0.0,4.0,2.2055555555,0.75
IND562125AAA,0.0,0.0,0.0,0.0,1.0,1.764705882,1.0
IND562160AAB,0.0,0.0,0.0,0.0,10.0,0.989130435,0.0
IND571602AAA,0.0,0.0,0.0,0.0,14.0,2.430265655,1.0
IND580030AAA,0.0,0.0,0.0,0.0,1.0,2.434343434,1.0
IND583121AAA,0.0,0.0,0.0,0.0,2.0,2.2243083004999997,1.0
IND600013AAA,0.0,0.0,0.0,0.0,2.0,4.55,1.0
IND600044AAC,0.0,0.0,0.0,0.0,54.0,2.0298573975,1.0
IND600056AAD,0.0,0.0,0.0,0.0,1.0,2.263157895,1.0
IND602105AAB,0.0,0.0,0.0,0.0,7.0,3.0,1.0
IND613104AAA,0.0,0.0,0.0,0.0,10.0,1.9333333335,1.0
IND620012AAA,0.0,0.0,0.0,0.0,2.0,3.9791666665,1.0
IND622001AAA,0.0,0.0,0.0,0.0,14.0,1.47771836,1.0
IND629001AAA,0.0,0.0,0.0,0.0,12.0,1.975892857,1.0
IND636005AAC,0.0,0.0,0.0,0.0,1.0,5.083333333,1.0
IND636402AAA,0.0,0.0,0.0,0.0,17.0,1.442622951,1.0
IND637001AAA,0.0,0.0,0.0,0.0,10.0,1.7586206894999998,1.0
IND638052AAA,0.0,0.0,0.0,0.0,3.0,2.166666667,1.0
IND673639AAA,0.0,0.0,0.0,0.0,4.0,1.642857143,1.0
IND678583AAA,0.0,0.0,0.0,0.0,1.0,1.181818182,0.0
IND679576AAA,0.0,0.0,0.0,0.0,17.0,1.451612903,0.8235294117647058
IND683511AAB,0.0,0.0,0.0,0.0,1.0,1.641203704,1.0
IND686141AAA,0.0,0.0,0.0,0.0,1.0,2.5,1.0
IND690573AAA,0.0,0.0,0.0,0.0,1.0,1.081081081,0.0
IND711409AAA,0.0,0.0,0.0,0.0,1.0,1.1875,0.0
IND712310AAA,0.0,0.0,0.0,0.0,36.0,4.2704678365,1.0
IND721507AAA,0.0,0.0,0.0,0.0,13.0,2.340425532,1.0
IND722101AAC,0.0,0.0,0.0,0.0,9.0,1.62962963,1.0
IND733124AAA,0.0,0.0,0.0,0.0,3.0,2.027777778,1.0
IND733210AAA,0.0,0.0,0.0,0.0,2.0,1.7382133995,1.0
IND734203AAA,0.0,0.0,0.0,0.0,3.0,4.842105263,1.0
IND736101AAA,0.0,0.0,0.0,0.0,6.0,2.0890269155,1.0
IND736165AAA,0.0,0.0,0.0,0.0,5.0,2.552631579,1.0
IND741201AAC,0.0,0.0,0.0,0.0,1.0,2.789473684,1.0
IND741316AAA,0.0,0.0,0.0,0.0,2.0,1.5914855075,1.0
IND741502AAB,0.0,0.0,0.0,0.0,1.0,2.666666667,1.0
IND743270AAA,0.0,0.0,0.0,0.0,6.0,2.1,1.0
IND761020AAA,0.0,0.0,0.0,0.0,1.0,2.5,1.0
IND764073AAA,0.0,0.0,0.0,0.0,2.0,1.6950757575,1.0
IND770017AAB,0.0,0.0,0.0,0.0,6.0,1.5530142785,1.0
IND785634AAA,0.0,0.0,0.0,0.0,2.0,3.21954023,1.0
IND786602AAA,0.0,0.0,0.0,0.0,13.0,1.529411765,1.0
IND790114AAA,0.0,0.0,0.0,0.0,2.0,2.0719975489999998,1.0
IND791111AAC,0.0,0.0,0.0,0.0,5.0,2.588235294,1.0
IND799008AAA,0.0,0.0,0.0,0.0,1.0,2.725806452,1.0
IND803108AAB,0.0,0.0,0.0,0.0,13.0,2.228571429,1.0
IND803212AAB,0.0,0.0,0.0,0.0,4.0,2.4532312925,1.0
IND804401AAA,0.0,0.0,0.0,0.0,10.0,2.333091437,1.0
IND813203AAA,0.0,0.0,0.0,0.0,19.0,3.782608696,1.0
IND813213AAA,0.0,0.0,0.0,0.0,4.0,2.7703448274999998,1.0
IND828205AAA,0.0,0.0,0.0,0.0,1.0,2.315789474,1.0
IND841207AAB,0.0,0.0,0.0,0.0,3.0,2.611111111,1.0
IND841428AAA,0.0,0.0,0.0,0.0,8.0,3.4611940299999997,1.0
IND851112AAB,0.0,0.0,0.0,0.0,4.0,2.269230769,1.0
IND851204AAA,0.0,0.0,0.0,0.0,15.0,2.130434783,1.0
