hub,betweenness,in_degree,out_degree,hub_out_median_factor,hub_out_pct_delayed,hub_out_trip_count,hub_out_median_dwell,risk_score,risk_score_normalized
IND491001AAA,0.0,0,1,1.439252336,1.0,1.0,19.0,0.0,0.0
IND500039AAB,0.0,0,1,2.325,1.0,2.0,24.5,0.0,0.0
IND492001AAB,0.0,0,1,3.0,1.0,8.0,225.0,0.0,0.0
IND493118AAC,0.0,0,1,1.632653061,1.0,11.0,20.0,0.0,0.0
IND495004AAA,0.0,0,1,2.292682927,1.0,1.0,21.0,0.0,0.0
IND495677AAA,0.0,0,1,2.18018018,1.0,7.0,52.0,0.0,0.0
IND500008AAD,0.0,0,1,2.909090909,1.0,6.0,286.5,0.0,0.0
IND500008AAF,0.0,0,1,3.357142857,1.0,19.0,61.0,0.0,0.0
IND500010AAB,0.0,1,1,2.533333333,1.0,39.0,218.0,0.0,0.0
IND500018AAA,0.0,0,1,3.0416666665000003,1.0,4.0,49.5,0.0,0.0
IND500032AAA,0.0,0,1,1.9795454544999995,1.0,4.0,14.5,0.0,0.0
IND500035AAA,0.0,1,1,2.75,1.0,1.0,19.0,0.0,0.0
IND851204AAA,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0
